product_id,product_line,product_category,product_group,product_name,supplier_country,supplier_name,supplier_id,announcement_date,launch_date,lead_time,supplier_continent
210200600031,Children,Children Sports,"N.D. Gear, Kids",N.d.gear Junior Skate Sweat w/Hood,GB,Greenline Sports Ltd,14682,2014-01-19T00:01:25.000+0000,2014-04-25T01:19:51.000+0000,96,Europe
210200600032,Children,Children Sports,"N.D. Gear, Kids",Atx 7500 Ch Children's Shoes,CA,Fuller Trading Co.,16733,2014-12-13T21:31:12.000+0000,2015-05-24T09:40:22.000+0000,161,America
210200600033,Children,Children Sports,"N.D. Gear, Kids",Atx 7500 Jr Children's Shoes,CA,Fuller Trading Co.,16733,2013-02-26T04:23:10.000+0000,2013-07-13T12:19:45.000+0000,137,America
210200600034,Children,Children Sports,"N.D. Gear, Kids",Baby Swim Suit,ES,Luna sastreria S.A.,4742,2013-10-29T22:51:40.000+0000,2014-01-15T13:12:22.000+0000,77,Europe
210200600035,Children,Children Sports,"N.D. Gear, Kids",Baffin Backpack,ES,Luna sastreria S.A.,4742,2013-10-03T02:29:33.000+0000,2014-03-30T02:26:25.000+0000,178,Europe
210200600036,Children,Children Sports,"N.D. Gear, Kids",Baffin Big Bag,ES,Luna sastreria S.A.,4742,2013-12-31T15:48:24.000+0000,2014-01-18T00:59:29.000+0000,18,Europe
210200600037,Children,Children Sports,"N.D. Gear, Kids",Baffin Junior Sports Bag,ES,Luna sastreria S.A.,4742,2013-08-24T19:07:51.000+0000,2013-11-01T22:41:27.000+0000,70,Europe
210200600038,Children,Children Sports,"N.D. Gear, Kids",Baffin Mini Backpack,ES,Luna sastreria S.A.,4742,2013-01-03T23:54:05.000+0000,2013-02-21T08:28:32.000+0000,48,Europe
210200600039,Children,Children Sports,"N.D. Gear, Kids",Baffin Mini Sports Bag,ES,Luna sastreria S.A.,4742,2013-08-07T21:34:10.000+0000,2013-10-01T02:27:45.000+0000,54,Europe
210200600040,Children,Children Sports,"N.D. Gear, Kids",Baffin Shorts,ES,Luna sastreria S.A.,4742,2014-02-12T02:50:59.000+0000,2014-07-24T23:27:04.000+0000,163,Europe
210200600041,Children,Children Sports,"N.D. Gear, Kids",Baffin Socks,ES,Luna sastreria S.A.,4742,2014-03-24T08:17:12.000+0000,2014-04-12T08:25:25.000+0000,19,Europe
210200600042,Children,Children Sports,"N.D. Gear, Kids",Baffin Sports Bag,ES,Luna sastreria S.A.,4742,2014-12-04T20:15:56.000+0000,2015-04-06T17:13:07.000+0000,122,Europe
210200600043,Children,Children Sports,"N.D. Gear, Kids",Baffin Sweatshirt with Neck,ES,Luna sastreria S.A.,4742,2014-09-25T21:31:02.000+0000,2015-01-27T11:06:19.000+0000,123,Europe
210200600044,Children,Children Sports,"N.D. Gear, Kids",Baffin T-Shirt with V-Neck,ES,Luna sastreria S.A.,4742,2014-10-07T07:04:24.000+0000,2015-01-05T16:30:13.000+0000,90,Europe
210200600045,Children,Children Sports,"N.D. Gear, Kids",Baffin Tracking Pants,ES,Luna sastreria S.A.,4742,2014-04-07T03:28:00.000+0000,2014-06-19T05:44:21.000+0000,73,Europe
210200600046,Children,Children Sports,"N.D. Gear, Kids",Bag,GB,Greenline Sports Ltd,14682,2013-07-18T20:06:11.000+0000,2014-01-07T05:27:29.000+0000,172,Europe
210200600047,Children,Children Sports,"N.D. Gear, Kids",Bag  Large,GB,Greenline Sports Ltd,14682,2014-08-10T08:39:36.000+0000,2014-11-15T07:43:47.000+0000,97,Europe
210200600048,Children,Children Sports,"N.D. Gear, Kids",Big Kid Children's Shoes,US,3Top Sports,2963,2013-10-16T19:05:20.000+0000,2014-01-25T20:22:37.000+0000,102,America
210200600049,Children,Children Sports,"N.D. Gear, Kids",Binot T-Shirt,ES,Luna sastreria S.A.,4742,2014-01-23T15:16:25.000+0000,2014-06-03T08:38:56.000+0000,131,Europe
210200600050,Children,Children Sports,"N.D. Gear, Kids",Brisbane Swimming Trunks,ES,Luna sastreria S.A.,4742,2013-12-11T05:48:29.000+0000,2014-01-12T17:05:36.000+0000,32,Europe
210200600051,Children,Children Sports,"N.D. Gear, Kids",Burchard Pants,ES,Luna sastreria S.A.,4742,2014-02-12T01:20:38.000+0000,2014-06-29T22:30:07.000+0000,138,Europe
210200600052,Children,Children Sports,"N.D. Gear, Kids",Burchard Shirt with Hood,ES,Luna sastreria S.A.,4742,2013-03-10T16:34:35.000+0000,2013-07-02T13:10:19.000+0000,114,Europe
210200600053,Children,Children Sports,"N.D. Gear, Kids",Burchard Sweat with Zipper,ES,Luna sastreria S.A.,4742,2014-12-08T17:22:30.000+0000,2015-02-12T23:38:00.000+0000,67,Europe
210200600054,Children,Children Sports,"N.D. Gear, Kids",Butch Polo-Sweatshirt,ES,Luna sastreria S.A.,4742,2014-05-26T08:32:00.000+0000,2014-11-11T04:37:11.000+0000,169,Europe
210200600055,Children,Children Sports,"N.D. Gear, Kids",Butch Sweatshirt with Tube,ES,Luna sastreria S.A.,4742,2013-04-09T14:27:00.000+0000,2013-06-04T14:56:34.000+0000,56,Europe
210200600056,Children,Children Sports,"N.D. Gear, Kids",Butch T-Shirt with V-Neck,ES,Luna sastreria S.A.,4742,2014-05-10T03:52:28.000+0000,2014-06-27T18:13:12.000+0000,48,Europe
210200600057,Children,Children Sports,"N.D. Gear, Kids",Butch Tracking Pants,ES,Luna sastreria S.A.,4742,2014-09-30T05:18:29.000+0000,2015-02-18T14:18:00.000+0000,141,Europe
210200600058,Children,Children Sports,"N.D. Gear, Kids",Cap Children's Cap,ES,Luna sastreria S.A.,4742,2013-09-25T03:38:38.000+0000,2014-02-02T08:42:26.000+0000,130,Europe
210200600059,Children,Children Sports,"N.D. Gear, Kids",Carolina Sailing Jacket,US,AllSeasons Outdoor Clothing,772,2013-11-12T03:47:04.000+0000,2013-12-29T18:41:44.000+0000,47,America
210200600060,Children,Children Sports,"N.D. Gear, Kids",Caviar Children's Sweatshirt Round Neck,ES,Luna sastreria S.A.,4742,2013-02-18T05:12:24.000+0000,2013-07-28T16:11:05.000+0000,160,Europe
210200600061,Children,Children Sports,"N.D. Gear, Kids",Caviar Children's T-Shirt,ES,Luna sastreria S.A.,4742,2014-01-09T16:23:49.000+0000,2014-03-16T01:18:57.000+0000,66,Europe
210200600062,Children,Children Sports,"N.D. Gear, Kids",Caviar Children's Tracking Pants,ES,Luna sastreria S.A.,4742,2013-07-06T10:58:19.000+0000,2013-09-18T16:39:26.000+0000,74,Europe
210200600063,Children,Children Sports,"N.D. Gear, Kids",Children's Canvas Pants,ES,Luna sastreria S.A.,4742,2013-10-12T02:15:21.000+0000,2013-11-22T19:41:55.000+0000,42,Europe
210200600064,Children,Children Sports,"N.D. Gear, Kids",Children's Canvas Shoes,ES,Luna sastreria S.A.,4742,2014-06-03T08:40:04.000+0000,2014-06-26T07:03:33.000+0000,23,Europe
210200600065,Children,Children Sports,"N.D. Gear, Kids",Children's Down Jacket,ES,Luna sastreria S.A.,4742,2013-09-08T10:22:53.000+0000,2013-11-28T11:24:50.000+0000,81,Europe
210200600066,Children,Children Sports,"N.D. Gear, Kids",Children's Jacket w/remov. Fleece,ES,Luna sastreria S.A.,4742,2014-10-14T20:54:19.000+0000,2015-03-16T15:39:18.000+0000,152,Europe
210200600067,Children,Children Sports,"N.D. Gear, Kids",Children's Knit Sweater,ES,Luna sastreria S.A.,4742,2014-03-06T15:36:12.000+0000,2014-07-13T08:54:45.000+0000,129,Europe
210200600068,Children,Children Sports,"N.D. Gear, Kids",Children's Mini Socks,ES,Luna sastreria S.A.,4742,2014-03-25T08:53:32.000+0000,2014-05-03T08:49:27.000+0000,39,Europe
210200600069,Children,Children Sports,"N.D. Gear, Kids",Children's Sandal Nevis,ES,Luna sastreria S.A.,4742,2014-08-30T08:02:09.000+0000,2014-12-29T01:52:17.000+0000,121,Europe
210200600070,Children,Children Sports,"N.D. Gear, Kids",Children's Socks,ES,Luna sastreria S.A.,4742,2014-11-11T12:10:07.000+0000,2014-12-16T04:16:27.000+0000,35,Europe
210200600071,Children,Children Sports,"N.D. Gear, Kids",College,ES,Luna sastreria S.A.,4742,2014-06-25T01:38:15.000+0000,2014-09-14T17:33:38.000+0000,81,Europe
210200600072,Children,Children Sports,"N.D. Gear, Kids",Delfi Sweatshirt with V-Neck,ES,Luna sastreria S.A.,4742,2013-11-03T03:23:09.000+0000,2014-02-02T10:59:47.000+0000,91,Europe
210200600073,Children,Children Sports,"N.D. Gear, Kids",Delfi Sweatshirt with V-Neck XL,ES,Luna sastreria S.A.,4742,2013-09-05T16:15:37.000+0000,2013-09-21T07:31:27.000+0000,16,Europe
210200600074,Children,Children Sports,"N.D. Gear, Kids",Delfi T-Shirt with V-Neck,ES,Luna sastreria S.A.,4742,2013-09-21T14:31:09.000+0000,2013-11-26T11:56:09.000+0000,66,Europe
210200600075,Children,Children Sports,"N.D. Gear, Kids",Essex Swimming Trunks,ES,Luna sastreria S.A.,4742,2014-06-02T01:20:03.000+0000,2014-10-13T11:26:46.000+0000,133,Europe
210200600076,Children,Children Sports,"N.D. Gear, Kids",Fleece Children's Gloves,ES,Luna sastreria S.A.,4742,2013-06-05T21:36:57.000+0000,2013-07-10T23:11:11.000+0000,35,Europe
210200600077,Children,Children Sports,"N.D. Gear, Kids",Fleece Children's Hat,ES,Luna sastreria S.A.,4742,2014-04-05T22:41:38.000+0000,2014-05-14T12:08:10.000+0000,38,Europe
210200600078,Children,Children Sports,"N.D. Gear, Kids",Fleece Children's Headband,ES,Luna sastreria S.A.,4742,2014-04-09T21:37:38.000+0000,2014-05-07T16:53:57.000+0000,27,Europe
210200600079,Children,Children Sports,"N.D. Gear, Kids",Fleece Children's Scarf,ES,Luna sastreria S.A.,4742,2014-06-26T02:28:23.000+0000,2014-09-02T17:28:07.000+0000,68,Europe
210200600080,Children,Children Sports,"N.D. Gear, Kids",Gary Baby Swim Suit,ES,Luna sastreria S.A.,4742,2013-04-04T05:52:50.000+0000,2013-04-27T15:52:28.000+0000,23,Europe
210200600081,Children,Children Sports,"N.D. Gear, Kids",Gobble Socks,ES,Luna sastreria S.A.,4742,2013-06-23T20:20:21.000+0000,2013-09-30T06:59:12.000+0000,98,Europe
210200600082,Children,Children Sports,"N.D. Gear, Kids",Gordon Children's Shorts,ES,Luna sastreria S.A.,4742,2014-07-21T17:36:27.000+0000,2014-08-12T21:03:08.000+0000,23,Europe
210200600083,Children,Children Sports,"N.D. Gear, Kids",Gordon Children's Sweatshirt,ES,Luna sastreria S.A.,4742,2014-05-03T19:37:50.000+0000,2014-08-06T14:33:09.000+0000,95,Europe
210200600084,Children,Children Sports,"N.D. Gear, Kids",Gordon Children's T-Shirt,ES,Luna sastreria S.A.,4742,2013-06-26T17:38:34.000+0000,2013-09-08T07:02:11.000+0000,74,Europe
210200600085,Children,Children Sports,"N.D. Gear, Kids",Gordon Children's Tracking Pants,ES,Luna sastreria S.A.,4742,2014-02-28T10:41:44.000+0000,2014-08-27T10:30:31.000+0000,180,Europe
210200600086,Children,Unknown,"N.D. Gear, Kids",Hammock Junior Sports Bag,ES,Luna sastreria S.A.,4742,2014-08-14T15:48:31.000+0000,2014-11-09T18:50:15.000+0000,87,Europe
210200600087,Children,Children Sports,"N.D. Gear, Kids",Harriet Children's Mini Swim Suit,ES,Luna sastreria S.A.,4742,2014-11-10T08:12:42.000+0000,2015-04-18T17:26:08.000+0000,159,Europe
210200600088,Children,Children Sports,"N.D. Gear, Kids",Harriet Children's Swim Suit,ES,Luna sastreria S.A.,4742,2013-01-27T10:43:32.000+0000,2013-04-18T19:12:23.000+0000,81,Europe
210200600089,Children,Children Sports,"N.D. Gear, Kids",Jugg's Children's Mini Backpack,ES,Luna sastreria S.A.,4742,2014-10-04T00:23:39.000+0000,2014-11-06T01:53:27.000+0000,33,Europe
210200600090,Children,Children Sports,"N.D. Gear, Kids",Jugg's Children's Mini Bag,ES,Luna sastreria S.A.,4742,2013-08-15T06:04:30.000+0000,2014-01-19T19:46:46.000+0000,158,Europe
210200600091,Children,Children Sports,"N.D. Gear, Kids",Jugg's Children's School Bag,ES,Luna sastreria S.A.,4742,2013-02-20T00:48:53.000+0000,2013-07-19T06:28:41.000+0000,149,Europe
210200600092,Children,Children Sports,"N.D. Gear, Kids",Jugg's Gym Bag,ES,Luna sastreria S.A.,4742,2014-08-14T18:48:26.000+0000,2014-10-06T16:29:01.000+0000,53,Europe
210200600093,Children,Children Sports,"N.D. Gear, Kids",Junior Sandal,ES,Luna sastreria S.A.,4742,2014-09-18T19:09:01.000+0000,2014-10-23T08:43:46.000+0000,35,Europe
210200600094,Children,Children Sports,"N.D. Gear, Kids",Junior Shorts,ES,Luna sastreria S.A.,4742,2014-12-06T08:05:20.000+0000,2015-05-09T09:57:06.000+0000,154,Europe
210200600095,Children,Children Sports,"N.D. Gear, Kids",Junior T-Shirt,ES,Luna sastreria S.A.,4742,2014-05-09T11:13:09.000+0000,2014-10-06T18:52:08.000+0000,150,Europe
210200600096,Children,Children Sports,"N.D. Gear, Kids",Kiddy Children's Swim Suit,ES,Luna sastreria S.A.,4742,2014-10-12T20:14:56.000+0000,2014-12-07T03:57:17.000+0000,55,Europe
210200600097,Children,Children Sports,"N.D. Gear, Kids",Kiddy Swim Suit,ES,Luna sastreria S.A.,4742,2013-03-15T01:31:48.000+0000,2013-04-25T10:46:32.000+0000,41,Europe
210200600098,Children,Children Sports,"N.D. Gear, Kids",Kiddy. Junior Rubber Boots,ES,Luna sastreria S.A.,4742,2014-08-06T21:50:30.000+0000,2015-01-18T17:45:10.000+0000,164,Europe
210200600099,Children,Children Sports,"N.D. Gear, Kids",Kiddy.bathrobe Children's Bathrobe,ES,Luna sastreria S.A.,4742,2014-09-13T09:19:55.000+0000,2015-03-04T22:41:52.000+0000,173,Europe
210200600100,Children,Children Sports,"N.D. Gear, Kids",Kids Children's Mini Sock,ES,Luna sastreria S.A.,4742,2013-12-16T06:25:43.000+0000,2014-03-24T19:06:42.000+0000,98,Europe
210200600101,Children,Children Sports,"N.D. Gear, Kids",Kids Children's Ski Mitten,ES,Luna sastreria S.A.,4742,2014-01-22T17:42:45.000+0000,2014-06-08T01:18:01.000+0000,137,Europe
210200600102,Children,Children Sports,"N.D. Gear, Kids","Kids Goggles, Dark Blue",ES,Luna sastreria S.A.,4742,2014-09-21T04:27:26.000+0000,2015-03-19T23:53:16.000+0000,180,Europe
210200600103,Children,Children Sports,"N.D. Gear, Kids",Linne Children's Swimming Trunks,ES,Luna sastreria S.A.,4742,2014-01-11T10:30:55.000+0000,2014-03-11T03:30:36.000+0000,59,Europe
210200600104,Children,Children Sports,"N.D. Gear, Kids",Mini Swimming Trunks,ES,Luna sastreria S.A.,4742,2013-09-29T00:02:57.000+0000,2014-01-02T21:24:08.000+0000,96,Europe
210200600105,Children,Children Sports,"N.D. Gear, Kids",Montevideo Junior Shorts,ES,Luna sastreria S.A.,4742,2013-09-30T23:59:13.000+0000,2014-03-08T12:55:26.000+0000,158,Europe
210200600106,Children,Children Sports,"N.D. Gear, Kids",Montevideo Pants,ES,Luna sastreria S.A.,4742,2014-05-27T18:59:03.000+0000,2014-08-05T12:59:01.000+0000,70,Europe
210200600107,Children,Children Sports,"N.D. Gear, Kids",Monty Children's Jacket,ES,Luna sastreria S.A.,4742,2013-01-16T01:39:32.000+0000,2013-05-21T23:06:22.000+0000,126,Europe
210200600108,Children,Children Sports,"N.D. Gear, Kids",Nh Sweatshirt with Tube Neck,ES,Luna sastreria S.A.,4742,2013-07-29T17:56:38.000+0000,2013-10-29T16:52:09.000+0000,92,Europe
210200600109,Children,Children Sports,"N.D. Gear, Kids",O'my Athen Swimming Trunks,ES,Luna sastreria S.A.,4742,2014-01-29T19:17:24.000+0000,2014-06-08T11:45:28.000+0000,129,Europe
210200600110,Children,Children Sports,"N.D. Gear, Kids","O'my Bida Sandal, Junior",ES,Luna sastreria S.A.,4742,2013-06-15T07:28:14.000+0000,2013-11-10T23:26:27.000+0000,149,Europe
210200600111,Children,Children Sports,"N.D. Gear, Kids",O'my Children's Shorts,ES,Luna sastreria S.A.,4742,2013-05-07T17:28:44.000+0000,2013-09-15T02:21:27.000+0000,131,Europe
210200600112,Children,Children Sports,"N.D. Gear, Kids",O'my Children's T-Shirt with Logo,ES,Luna sastreria S.A.,4742,2014-02-22T10:56:29.000+0000,2014-07-02T05:23:40.000+0000,130,Europe
210200600113,Children,Children Sports,"N.D. Gear, Kids","O'my Duncan Sandal, Junior",ES,Luna sastreria S.A.,4742,2013-03-15T20:48:54.000+0000,2013-06-02T02:40:56.000+0000,78,Europe
210200600114,Children,Children Sports,"N.D. Gear, Kids",O'my Shasta Children's Jacket,ES,Luna sastreria S.A.,4742,2013-09-29T08:48:32.000+0000,2014-01-23T23:54:25.000+0000,117,Europe
210200600115,Children,Children Sports,"N.D. Gear, Kids",O'my York Children's Tracking Pants,ES,Luna sastreria S.A.,4742,2014-12-08T18:48:56.000+0000,2015-06-05T21:42:47.000+0000,180,Europe
210200600116,Children,Children Sports,"N.D. Gear, Kids",Polo T-Shirt,ES,Luna sastreria S.A.,4742,2014-04-25T10:28:37.000+0000,2014-07-31T13:14:05.000+0000,97,Europe
210200600117,Children,Children Sports,"N.D. Gear, Kids",Pool Childen's Swim Tights,ES,Luna sastreria S.A.,4742,2013-01-06T18:13:34.000+0000,2013-04-30T13:15:43.000+0000,114,Europe
210200600118,Children,Unknown,"N.D. Gear, Kids",Pool Children's Catsuit,ES,Luna sastreria S.A.,4742,2014-05-13T05:49:38.000+0000,2014-07-29T16:11:52.000+0000,77,Europe
210200600119,Children,Children Sports,"N.D. Gear, Kids",Pool Children's Swim Suit,ES,Luna sastreria S.A.,4742,2014-10-25T10:48:47.000+0000,2015-02-22T21:02:59.000+0000,121,Europe
210200600120,Children,Children Sports,"N.D. Gear, Kids",Pool Children's Swimming Trunks,ES,Luna sastreria S.A.,4742,2014-03-21T20:56:07.000+0000,2014-08-20T23:31:01.000+0000,152,Europe
210200600121,Children,Children Sports,"N.D. Gear, Kids",Saturn Children's Mini Bag,ES,Luna sastreria S.A.,4742,2014-03-23T21:40:02.000+0000,2014-05-14T03:30:57.000+0000,51,Europe
210200600122,Children,Children Sports,"N.D. Gear, Kids",Stingray Children's Jacket,ES,Luna sastreria S.A.,4742,2013-10-19T05:36:46.000+0000,2013-12-11T23:39:17.000+0000,54,Europe
210200600123,Children,Children Sports,"N.D. Gear, Kids",Stream Children's Socks,ES,Luna sastreria S.A.,4742,2014-06-05T21:41:27.000+0000,2014-10-15T04:20:47.000+0000,131,Europe
210200600124,Children,Children Sports,"N.D. Gear, Kids",Ultra York Children's Shorts,ES,Luna sastreria S.A.,4742,2013-04-15T01:13:56.000+0000,2013-05-09T15:38:11.000+0000,24,Europe
210200600125,Children,Children Sports,"N.D. Gear, Kids",Ultra York Children's Sweat w/Hood,ES,Luna sastreria S.A.,4742,2014-04-02T16:20:18.000+0000,2014-09-15T19:43:54.000+0000,166,Europe
210200600126,Children,Children Sports,"N.D. Gear, Kids",Ultra York Children's Sweatshirt,ES,Luna sastreria S.A.,4742,2014-11-07T11:03:38.000+0000,2015-04-06T05:39:17.000+0000,150,Europe
210200600127,Children,Children Sports,"N.D. Gear, Kids",Ultra York Children's Sweatshirt Round,ES,Luna sastreria S.A.,4742,2013-12-20T06:10:49.000+0000,2014-03-05T17:40:13.000+0000,75,Europe
210200600128,Children,Children Sports,"N.D. Gear, Kids",Ultra York Children's T-Shirt,ES,Luna sastreria S.A.,4742,2013-04-16T01:51:11.000+0000,2013-07-14T05:44:40.000+0000,89,Europe
210200600129,Children,Children Sports,"N.D. Gear, Kids",Ultra York Children's Tracking Pants,ES,Luna sastreria S.A.,4742,2013-03-30T13:37:05.000+0000,2013-08-01T05:39:23.000+0000,124,Europe
210200600130,Children,Children Sports,"N.D. Gear, Kids",Wyoming Children's Pants,ES,Luna sastreria S.A.,4742,2013-12-17T01:22:06.000+0000,2014-01-03T08:11:01.000+0000,17,Europe
210200600131,Children,Children Sports,"N.D. Gear, Kids",Wyoming College Children's Sweat,ES,Luna sastreria S.A.,4742,2013-12-03T21:49:49.000+0000,2014-04-24T13:34:29.000+0000,141,Europe
210200600132,Children,Children Sports,"N.D. Gear, Kids",Wyoming Socks,ES,Luna sastreria S.A.,4742,2013-12-18T04:08:22.000+0000,2014-05-01T11:36:07.000+0000,134,Europe
210200600133,Children,Children Sports,"N.D. Gear, Kids",Yates Swim Tights London,ES,Luna sastreria S.A.,4742,2013-09-02T18:51:37.000+0000,2013-11-21T15:27:10.000+0000,80,Europe
210200700001,Children,Children Sports,"Olssons, Kids",Children's Top w/Sleeves,ES,Sportico,798,2014-03-21T10:32:52.000+0000,2014-07-15T17:25:45.000+0000,116,Europe
210200700002,Children,Children Sports,"Olssons, Kids",Pants Cotton/Lycra,ES,Sportico,798,2013-01-27T17:43:48.000+0000,2013-04-21T16:46:39.000+0000,84,Europe
210200700003,Children,Children Sports,"Olssons, Kids",Top with Short sleeve,ES,Sportico,798,2014-12-24T01:34:47.000+0000,2015-04-12T18:07:48.000+0000,109,Europe
210200700004,Children,Children Sports,"Olssons, Kids",Bike.Pants  Children's Biking Pants 95% Cotto,ES,Sportico,798,2013-05-13T02:33:11.000+0000,2013-08-24T13:04:47.000+0000,103,Europe
210200700005,Children,Children Sports,"Olssons, Kids",Blues Jazz Pants,ES,Sportico,798,2014-01-07T02:52:28.000+0000,2014-02-08T10:37:13.000+0000,32,Europe
210200700006,Children,Children Sports,"Olssons, Kids",Blues Jazz Pants with Pocket,ES,Sportico,798,2014-11-21T19:48:51.000+0000,2015-02-01T14:58:30.000+0000,71,Europe
210200700007,Children,Children Sports,"Olssons, Kids",Cotton Children's Gym Suit Polyester,ES,Sportico,798,2014-12-08T20:12:28.000+0000,2015-01-19T14:30:52.000+0000,41,Europe
210200700008,Children,Children Sports,"Olssons, Kids",Gym Suit Children's Gym Suit,ES,Sportico,798,2013-04-21T00:48:54.000+0000,2013-09-20T02:32:02.000+0000,152,Europe
210200700009,Children,Children Sports,"Olssons, Kids",Long Children's Pants 95% Cotton 5% Lycra,ES,Sportico,798,2013-01-21T17:09:22.000+0000,2013-06-22T02:28:33.000+0000,152,Europe
210200700010,Children,Children Sports,"Olssons, Kids",Long Children's Tights,ES,Sportico,798,2014-10-18T14:14:39.000+0000,2015-04-05T03:05:47.000+0000,169,Europe
210200700011,Children,Children Sports,"Olssons, Kids",Short Children's Tights,ES,Sportico,798,2013-12-07T17:50:50.000+0000,2014-05-18T13:39:14.000+0000,162,Europe
210200700012,Children,Children Sports,"Olssons, Kids",Short Tights Suplex,ES,Sportico,798,2014-04-06T04:19:16.000+0000,2014-09-24T10:11:19.000+0000,171,Europe
210200700013,Children,Children Sports,"Olssons, Kids",Slomo Balance Children's Shoes,ES,Sportico,798,2013-01-13T10:16:13.000+0000,2013-06-17T23:16:45.000+0000,156,Europe
210200700014,Children,Children Sports,"Olssons, Kids",Slomo Children's Hop Shoes,ES,Sportico,798,2013-06-27T18:26:32.000+0000,2013-09-03T09:01:51.000+0000,68,Europe
210200700015,Children,Children Sports,"Olssons, Kids",Slomo Turner Children's Gym Shoes,ES,Sportico,798,2013-12-23T02:23:09.000+0000,2014-03-29T02:10:21.000+0000,96,Europe
210200700016,Children,Children Sports,"Olssons, Kids",Strap Pants BBO,ES,Sportico,798,2014-05-12T21:57:30.000+0000,2014-08-02T07:42:34.000+0000,81,Europe
210200700017,Children,Children Sports,"Olssons, Kids",Suit Flounced Suit,ES,Sportico,798,2014-12-13T20:47:36.000+0000,2015-01-08T14:12:16.000+0000,25,Europe
210200700018,Children,Children Sports,"Olssons, Kids",Suit Flounced Suit 95% Cotton 5% Lycra,ES,Sportico,798,2013-12-16T12:23:43.000+0000,2014-01-07T14:38:16.000+0000,22,Europe
210200700019,Children,Children Sports,"Olssons, Kids",Suit Long-sleeved Suit,ES,Sportico,798,2014-07-19T11:38:35.000+0000,2014-09-10T08:02:01.000+0000,53,Europe
210200700020,Children,Children Sports,"Olssons, Kids",Upright Shoe Balance Shoes,ES,Sportico,798,2014-08-25T21:42:20.000+0000,2015-02-17T08:05:03.000+0000,175,Europe
210200800001,Children,Children Sports,Orion Kid's Clothes,Soccer Children's Homeshirt,CA,Fuller Trading Co.,16733,2013-11-12T20:24:56.000+0000,2013-12-07T00:14:25.000+0000,24,America
210200800002,Children,Children Sports,Orion Kid's Clothes,Soccer Children's Homeshorts,CA,Fuller Trading Co.,16733,2013-06-23T05:42:42.000+0000,2013-07-12T09:17:49.000+0000,19,America
210200800003,Children,Unknown,Orion Kid's Clothes,Soccer Jr.Cap,CA,Fuller Trading Co.,16733,2014-12-21T20:27:43.000+0000,2015-03-25T23:58:20.000+0000,94,America
210200900001,Children,Children Sports,"Osprey, Kids",D. Line Sweat Suit,US,Triple Sportswear Inc,3664,2013-08-26T12:27:45.000+0000,2014-02-20T11:46:58.000+0000,178,America
210200900002,Children,Children Sports,"Osprey, Kids",D.line Shorts Cotton,US,Triple Sportswear Inc,3664,2014-12-18T23:25:43.000+0000,2015-05-04T04:52:38.000+0000,136,America
210200900003,Children,Children Sports,"Osprey, Kids",D.line Sweat Suit,US,Triple Sportswear Inc,3664,2014-07-05T09:30:22.000+0000,2014-12-12T08:21:12.000+0000,160,America
210200900004,Children,Children Sports,"Osprey, Kids",Kid Basic Tracking Suit,US,Triple Sportswear Inc,3664,2013-01-31T10:09:12.000+0000,2013-04-05T04:16:48.000+0000,64,America
210200900005,Children,Children Sports,"Osprey, Kids",Kid Basic Tracking Suit w/Hood,US,Triple Sportswear Inc,3664,2014-06-02T05:34:38.000+0000,2014-10-05T23:34:30.000+0000,126,America
210200900006,Children,Children Sports,"Osprey, Kids",Kid Catalyst Fleece,US,Triple Sportswear Inc,3664,2014-03-03T05:32:28.000+0000,2014-05-17T09:38:09.000+0000,75,America
210200900007,Children,Children Sports,"Osprey, Kids",Kid Catalyst Sweat w/Hood,US,Triple Sportswear Inc,3664,2013-10-25T03:54:19.000+0000,2014-02-05T23:29:32.000+0000,104,America
210200900008,Children,Children Sports,"Osprey, Kids",Kid Catalyst Sweat w/Round Neck,US,Triple Sportswear Inc,3664,2014-01-07T08:18:08.000+0000,2014-05-29T22:58:31.000+0000,143,America
210200900009,Children,Children Sports,"Osprey, Kids",Kid Denver Polyester Suit,US,Triple Sportswear Inc,3664,2013-05-20T10:51:24.000+0000,2013-09-01T23:47:33.000+0000,105,America
210200900010,Children,Children Sports,"Osprey, Kids",Kid J-Line Polyester Suit,US,Triple Sportswear Inc,3664,2013-12-03T20:52:28.000+0000,2014-04-13T02:03:55.000+0000,130,America
210200900011,Children,Children Sports,"Osprey, Kids",Osprey Authentic Jr.Sweat Pants,US,Triple Sportswear Inc,3664,2014-12-31T15:29:51.000+0000,2015-02-12T20:54:00.000+0000,44,America
210200900012,Children,Children Sports,"Osprey, Kids","Osprey Baby/Children's Tracking, Cotton",US,Triple Sportswear Inc,3664,2013-01-07T14:28:20.000+0000,2013-06-14T18:12:22.000+0000,158,America
210200900013,Children,Children Sports,"Osprey, Kids",Osprey Basic Micro Pants,US,Triple Sportswear Inc,3664,2014-05-24T12:00:24.000+0000,2014-07-13T20:57:48.000+0000,51,America
210200900014,Children,Children Sports,"Osprey, Kids",Osprey Boston Polyester Suit,US,Triple Sportswear Inc,3664,2014-08-08T19:01:41.000+0000,2014-10-28T20:42:22.000+0000,82,America
210200900015,Children,Children Sports,"Osprey, Kids",Osprey Cat  Jr. Fleece Shirt,US,Triple Sportswear Inc,3664,2014-12-09T14:41:49.000+0000,2015-04-27T20:33:04.000+0000,140,America
